Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,-0.016769,-0.020624,0.057338,-317.850128,-1607.148071,592.056580,-0.185280,-0.059131,-0.274382,-312.668243,-1758.183350,921.234558,-0.870745,-0.810256,-0.920391,-554.117493,-1681.776489,350.643188,0.102445,-1.503881,-0.716956,-572.537292,-1515.044800,140.506729,-0.147378,-0.032265,-0.103110,-438.823090,-1610.614014,574.188904,0.236960,-0.550778,-1.983350,-30.538137,-1748.812622,355.805420,3.493298,1.900036,-0.335742,-43.885387,-1518.311157,195.390457,-0.216437,0.079604,0.106146,-154.044876,-1607.965820,590.126343,-0.091461,-0.079598,0.086647,-267.716156,-1554.099854,263.388336
2,0,-0.016348,-0.020545,0.058577,-317.758148,-1606.951294,591.906372,-0.184445,-0.058556,-0.274163,-312.456848,-1758.103516,921.117920,-0.871195,-0.810069,-0.918764,-554.052307,-1681.816650,350.582001,0.113741,-1.521188,-0.717075,-572.900757,-1515.044800,140.375168,-0.147604,-0.032608,-0.104724,-438.741119,-1610.517700,574.075928,0.237861,-0.548624,-1.982458,-30.327412,-1748.723267,355.777313,3.493129,1.902791,-0.337297,-43.949772,-1518.249634,195.391205,-0.250923,0.081322,0.104271,-153.902451,-1607.814087,590.173584,-0.092050,-0.078730,0.085379,-267.676544,-1554.312866,263.208191
3,0,-0.005402,-0.008679,0.054939,-317.637573,-1606.810425,591.506531,-0.183682,-0.057989,-0.273416,-312.231812,-1758.011108,920.974609,-0.870771,-0.810249,-0.917760,-554.003174,-1681.844238,350.554016,0.105908,-1.506233,-0.717403,-572.683960,-1515.019653,140.448853,-0.148447,-0.030175,-0.104387,-438.671265,-1610.424316,573.946594,0.238854,-0.551597,-1.980083,-30.149752,-1748.586670,355.808594,3.492697,1.903375,-0.349104,-43.923641,-1518.200439,195.425476,-0.251886,0.081820,0.104411,-153.806641,-1607.594971,589.994629,-0.093184,-0.079871,0.086193,-267.654053,-1554.555298,263.011169
4,0,-0.020454,-0.019272,0.060962,-317.509064,-1606.606934,591.676392,-0.183796,-0.057739,-0.270642,-312.076965,-1757.847046,920.786255,-0.869277,-0.811795,-0.917118,-553.950256,-1681.844727,350.539368,0.110649,-1.506288,-0.714471,-572.804321,-1515.032471,140.507019,-0.150906,-0.029758,-0.103929,-438.597870,-1610.313477,573.826843,-0.791285,0.766260,0.747604,-58.999233,-1733.910889,342.005463,3.494600,1.901503,-0.346520,-43.951687,-1518.158081,195.328354,-0.249994,0.081528,0.103063,-153.837891,-1607.344849,589.783997,-0.095838,-0.081646,0.092776,-267.674133,-1554.987915,262.724335
5,0,-0.024536,-0.018915,0.062100,-317.417755,-1606.461060,591.571960,-0.178004,-0.054755,-0.268216,-311.993439,-1757.654053,920.711121,-0.867187,-0.809947,-0.915727,-553.907288,-1681.871948,350.561981,0.114445,-1.498953,-0.713425,-572.863281,-1514.952759,140.526703,-0.148829,-0.028655,-0.104808,-438.524200,-1610.187744,573.717285,-0.793034,0.766737,0.748269,-58.864216,-1733.882812,341.967133,3.497952,1.898192,-0.342256,-44.002216,-1518.134888,195.222290,-0.250771,0.081992,0.107181,-153.651077,-1607.087769,589.656067,-0.098534,-0.080921,0.094302,-267.641510,-1555.232056,262.509094
6,0,0.017573,0.002903,0.044738,-317.452026,-1605.906494,590.666931,-0.174242,-0.055201,-0.273096,-311.630096,-1757.555542,920.597351,-0.864872,-0.811779,-0.915682,-553.886536,-1681.832642,350.609894,0.107338,-1.481657,-0.716735,-572.610962,-1515.053711,140.443634,-0.151187,-0.028379,-0.104927,-438.396667,-1610.094604,573.577698,-0.791165,0.766549,0.748066,-58.694721,-1733.843872,341.958832,3.496529,1.901670,-0.352619,-43.946243,-1518.152710,195.131470,-0.249648,0.082333,0.106326,-153.630295,-1606.757812,589.405273,-0.095377,-0.078946,0.084669,-267.575409,-1555.296753,262.365570
7,0,-0.015992,-0.009809,0.056866,-317.233276,-1606.136353,590.946350,-0.180797,-0.056717,-0.270236,-311.381683,-1757.518188,920.304993,-0.866049,-0.812270,-0.914223,-553.833435,-1681.727417,350.535706,0.112673,-1.478073,-0.716246,-572.608765,-1514.919312,140.413757,-0.133684,-0.031777,-0.109916,-438.299194,-1609.853760,573.508179,-0.795261,0.784975,0.766453,-58.661327,-1734.060059,342.318542,3.497687,1.898480,-0.347440,-44.017521,-1518.074097,195.049515,-0.252415,0.084942,0.109387,-153.456314,-1606.447021,589.239746,-0.103415,-0.086097,0.098695,-267.520294,-1556.007324,261.900543
8,0,-0.019854,-0.009939,0.056696,-317.151367,-1605.939209,590.841614,-0.178213,-0.057457,-0.270722,-311.127502,-1757.362305,920.128784,-0.865450,-0.812046,-0.912399,-553.839417,-1681.592651,350.562103,0.112622,-1.478870,-0.716321,-572.702271,-1514.688843,140.501541,-0.136269,-0.032870,-0.109439,-438.166748,-1609.735596,573.361450,-0.799546,0.785250,0.765513,-58.401203,-1734.064209,342.239044,3.496729,1.902995,-0.362623,-44.032951,-1518.098511,194.970001,-0.246058,0.084148,0.110253,-153.275208,-1606.139038,588.973816,-0.103794,-0.083464,0.098840,-267.493835,-1556.326416,261.677216
9,0,-0.016522,-0.008366,0.055860,-317.060028,-1605.671021,590.591919,-0.175943,-0.057356,-0.271150,-310.845062,-1757.205078,919.929504,-0.863040,-0.812264,-0.913291,-553.857727,-1681.432739,350.664886,0.111107,-1.481735,-0.717840,-572.751587,-1514.471680,140.449402,-0.162442,-0.029574,-0.099985,-438.046143,-1609.809814,573.139954,-0.799906,0.786241,0.766371,-58.137730,-1733.989746,342.160004,3.496994,1.903528,-0.367122,-44.044014,-1518.047485,194.864075,-0.249636,0.083055,0.109120,-153.257141,-1605.816406,588.704407,-0.101330,-0.078116,0.089066,-267.438690,-1556.450684,261.578033
