Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,0.117248,-0.024931,0.00306,-305.553223,-1342.479492,538.036743,-0.078417,-0.067824,0.179078,-308.773804,-1553.871826,900.140686,-0.706236,-0.806592,-1.201167,-541.841309,-1382.067139,370.759033,-0.215466,-1.108094,-1.103081,-565.714417,-1206.443848,174.496567,-0.153536,-0.21906,0.378014,-431.153076,-1352.163574,517.014832,-1.139629,0.56969,1.716563,-20.009064,-1409.317261,392.536316,-0.343094,-1.238424,-0.555106,-1.709742,-1195.815186,138.940125,-0.169143,0.019049,0.098525,-148.674637,-1355.183228,544.192993,0.047393,-0.032189,-0.186803,-266.870972,-1277.943604,211.833954
2,0,0.118568,-0.024463,0.00309,-305.481781,-1342.450317,537.966003,-0.080239,-0.068731,0.177459,-308.673767,-1553.671265,900.158936,-0.706068,-0.807054,-1.201259,-541.847534,-1382.05481,370.776062,-0.215212,-1.107506,-1.102927,-565.7146,-1206.440796,174.491409,-0.151902,-0.219287,0.378392,-431.081146,-1352.129639,516.979004,-1.13978,0.569632,1.713643,-20.114017,-1409.325073,392.588715,-0.343064,-1.237953,-0.554873,-1.71239,-1195.815918,138.901428,-0.195185,0.021882,0.095365,-148.619431,-1355.099976,544.298645,0.046351,-0.032333,-0.186801,-266.824615,-1277.927856,211.813293
3,0,0.116729,-0.024524,0.002735,-305.435913,-1342.449463,537.955811,-0.079345,-0.068835,0.177641,-308.603638,-1553.487305,900.24469,-0.706424,-0.807442,-1.201544,-541.83905,-1382.024292,370.790588,-0.213739,-1.100115,-1.103181,-565.722961,-1206.457275,174.525269,-0.152501,-0.2196,0.378608,-431.032959,-1352.078735,516.96991,-1.138726,0.568665,1.71407,-19.869801,-1409.307129,392.456177,-0.342596,-1.237468,-0.554321,-1.727857,-1195.81189,138.856842,-0.233541,0.014875,0.091496,-148.674576,-1354.886719,544.653992,0.048272,-0.031855,-0.187156,-266.732758,-1277.943237,211.782288
4,0,0.116039,-0.024009,0.002268,-305.403015,-1342.390991,537.955627,-0.080906,-0.068834,0.178452,-308.522125,-1553.306763,900.278259,-0.706644,-0.808075,-1.202599,-541.848694,-1382.010986,370.783569,-0.214252,-1.108476,-1.10326,-565.738037,-1206.422852,174.447418,-0.154296,-0.220303,0.379104,-430.987762,-1352.057373,516.937744,-1.13804,0.570426,1.711612,-19.955227,-1409.341553,392.536346,-0.342038,-1.236572,-0.554671,-1.744218,-1195.808105,138.824677,-0.22987,0.016703,0.091601,-148.659424,-1354.845581,544.586182,0.049735,-0.029937,-0.188444,-266.685974,-1277.923828,211.785843
5,0,0.116818,-0.024202,0.003172,-305.360931,-1342.369263,537.921387,-0.082901,-0.068014,0.18033,-308.462341,-1553.116821,900.313965,-0.707403,-0.807309,-1.201251,-541.827332,-1381.958496,370.775513,-0.214844,-1.107836,-1.103331,-565.748901,-1206.405151,174.434265,-0.151523,-0.218929,0.378903,-430.977875,-1352.028076,516.940491,-1.13595,0.570526,1.713945,-19.90741,-1409.367432,392.560242,-0.341123,-1.236901,-0.554445,-1.711039,-1195.80127,138.806458,-0.230155,0.01603,0.09345,-148.514465,-1354.84668,544.586731,0.049158,-0.030205,-0.18924,-266.635254,-1277.891602,211.764252
6,0,0.093433,-0.057093,0.010705,-305.175232,-1342.459961,537.683167,-0.083027,-0.068668,0.180569,-308.368042,-1552.987061,900.392212,-0.70827,-0.807187,-1.200578,-541.830933,-1381.938232,370.763977,-0.215568,-1.109048,-1.10375,-565.787537,-1206.413086,174.405136,-0.15208,-0.219423,0.37864,-430.929169,-1352.011963,516.90564,-1.138431,0.571092,1.71104,-19.82629,-1409.39856,392.501526,-0.341833,-1.23717,-0.552541,-1.727904,-1195.86145,138.771179,-0.224987,0.016962,0.091926,-148.513733,-1354.845093,544.522217,0.0475,-0.033694,-0.187655,-266.609467,-1277.882202,211.737
7,0,0.118755,-0.024623,0.004053,-305.261932,-1342.377319,537.861755,-0.082974,-0.068653,0.180017,-308.268616,-1552.859009,900.478638,-0.708044,-0.808307,-1.201446,-541.821289,-1381.94165,370.805359,-0.213763,-1.100491,-1.103708,-565.804993,-1206.467651,174.430679,-0.154198,-0.220029,0.378994,-430.885834,-1351.996948,516.879944,-1.135804,0.571904,1.712481,-19.810673,-1409.408936,392.49588,-0.341521,-1.238801,-0.555002,-1.636363,-1195.884888,138.791733,-0.224286,0.016104,0.092996,-148.457397,-1354.801147,544.492798,0.048505,-0.031364,-0.187972,-266.57193,-1277.887573,211.70668
8,0,0.117273,-0.024692,0.003283,-305.252228,-1342.323242,537.84906,-0.083592,-0.069052,0.179978,-308.184479,-1552.740845,900.539307,-0.708812,-0.807724,-1.201977,-541.797485,-1381.92981,370.770142,-0.213945,-1.10099,-1.103209,-565.817688,-1206.492188,174.431366,-0.155386,-0.220106,0.380207,-430.835297,-1352.001953,516.857971,-1.136535,0.571629,1.710433,-19.738186,-1409.420288,392.45993,-0.34164,-1.236304,-0.555648,-1.735311,-1195.827393,138.708618,-0.227292,0.017859,0.090756,-148.506927,-1354.753784,544.480957,0.047171,-0.033401,-0.18622,-266.582245,-1277.845337,211.677185
9,0,0.116638,-0.023853,0.003028,-305.231995,-1342.284424,537.870911,-0.084412,-0.069611,0.180457,-308.114258,-1552.633789,900.604919,-0.70917,-0.808245,-1.202116,-541.78772,-1381.905762,370.802185,-0.215339,-1.107733,-1.10302,-565.804077,-1206.46106,174.368286,-0.154045,-0.220101,0.37996,-430.808228,-1351.986206,516.845764,-1.136959,0.571088,1.709626,-19.677887,-1409.445923,392.418671,-0.348359,-1.231599,-0.559381,-1.984044,-1195.966797,138.669586,-0.225503,0.016942,0.091164,-148.422852,-1354.755737,544.457336,0.048459,-0.032446,-0.186312,-266.566803,-1277.807495,211.675491
