Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,0.103161,-0.071565,0.172896,-252.823502,-1439.386475,593.599365,-0.163177,-0.007128,0.227761,-231.603897,-1612.635376,917.129517,-0.556462,-1.182848,-0.655211,-506.402802,-1584.455322,383.142792,-0.354231,-1.099427,-0.653781,-601.558655,-1485.721313,156.541901,0.079182,-0.099958,0.013609,-377.038635,-1436.407715,579.817261,-1.048636,1.185336,0.906493,28.952919,-1631.766235,393.670471,2.743907,0.400760,0.077579,112.919243,-1543.417358,164.006012,-0.180612,0.069182,0.078808,-89.249115,-1434.853760,597.058289,-0.039625,-0.087870,-0.128922,-207.069031,-1376.824829,263.790283
2,0,0.100150,-0.069048,0.173172,-252.434158,-1438.213867,593.653687,-0.165074,-0.007067,0.230274,-230.953659,-1611.300171,917.067383,-0.596031,-1.163779,-0.634379,-505.843048,-1583.953003,382.794067,-0.356471,-1.150650,-0.650602,-601.310608,-1485.425781,156.135269,0.082148,-0.101008,0.009204,-376.633118,-1435.457397,579.848328,-1.042161,1.179412,0.916963,29.695648,-1631.184570,393.983398,2.746855,0.402129,0.082811,113.703705,-1542.121826,164.189743,-0.177408,0.075809,0.065300,-89.244682,-1433.894165,596.754089,-0.043917,-0.088705,-0.123082,-206.952682,-1376.031738,263.624695
3,0,0.113516,-0.066646,0.165541,-252.110535,-1436.678589,593.476318,-0.167558,-0.005059,0.228457,-230.145035,-1609.968384,916.997253,-0.597153,-1.163537,-0.633057,-505.327820,-1583.223022,383.098846,-0.358303,-1.151867,-0.651351,-600.936890,-1485.049072,156.334259,0.079012,-0.101250,0.012869,-376.269653,-1434.599609,579.886963,-1.042945,1.180009,0.916933,30.406038,-1630.595703,394.093079,2.750359,0.419565,0.085307,114.556274,-1541.004150,164.557983,-0.181441,0.078192,0.065682,-88.812477,-1432.467407,596.615417,-0.040391,-0.074466,-0.133283,-206.816422,-1374.880493,263.824036
4,0,0.100190,-0.069660,0.176072,-251.480042,-1435.789185,593.529785,-0.162606,-0.003567,0.226463,-229.176910,-1608.596558,917.066223,-0.598566,-1.162458,-0.631079,-504.823151,-1582.490601,383.437225,-0.362030,-1.153897,-0.651024,-600.580627,-1484.584839,156.623795,0.081617,-0.098713,0.015732,-375.841125,-1433.629272,579.914795,-1.035118,1.177316,0.909194,31.172930,-1629.887329,394.167603,2.755581,0.418683,0.089282,115.601189,-1539.669189,164.828491,-0.181694,0.080566,0.068375,-88.341164,-1431.012939,596.429443,-0.045969,-0.085566,-0.121626,-206.608017,-1374.205688,263.407074
5,0,0.101181,-0.069795,0.176871,-250.941696,-1434.445190,593.461121,-0.167185,-0.002390,0.227003,-228.358017,-1607.093506,916.946411,-0.603922,-1.160209,-0.632596,-504.151276,-1581.861084,383.847534,-0.361451,-1.157012,-0.651700,-600.285156,-1484.230103,156.890762,0.085503,-0.100537,0.011670,-375.336304,-1432.494141,579.919189,-1.047334,1.173217,0.891114,31.947721,-1629.359741,393.907654,2.758446,0.428919,0.089927,116.700577,-1538.522705,165.318939,-0.178078,0.077711,0.067516,-87.770279,-1429.519653,596.158203,-0.048193,-0.086730,-0.115428,-206.443283,-1373.424438,263.232086
6,0,0.096857,-0.066856,0.178836,-250.388977,-1433.230591,593.514526,-0.161639,-0.002495,0.230223,-227.529694,-1605.542236,917.040344,-0.605739,-1.157761,-0.629775,-503.655670,-1581.112183,384.253998,-0.361670,-1.156645,-0.652067,-599.969482,-1483.826050,157.231476,0.075785,-0.095998,0.017614,-374.730042,-1431.422363,580.010742,-1.049010,1.174183,0.884237,32.694454,-1628.835449,393.961212,2.784489,0.397616,0.109526,117.060822,-1537.231323,165.034180,-0.180137,0.078757,0.069367,-87.308571,-1427.983765,596.008789,-0.043541,-0.073587,-0.127341,-206.234497,-1372.151001,263.479004
7,0,0.099043,-0.067263,0.179209,-249.766037,-1431.815308,593.445984,-0.167272,-0.001288,0.227548,-226.366226,-1604.075928,916.960327,-0.606590,-1.156751,-0.628261,-503.141357,-1580.363525,384.705383,-0.373358,-1.180333,-0.683559,-600.383301,-1482.984253,157.223557,0.069414,-0.092412,0.022895,-374.199432,-1430.396118,580.156006,-1.038525,1.178489,0.893272,33.374393,-1628.317749,394.377502,2.759408,0.434460,0.102030,118.790634,-1536.066040,166.104584,-0.181955,0.081159,0.069688,-86.600128,-1426.484863,595.849243,-0.043189,-0.072384,-0.129840,-205.977280,-1371.194336,263.347992
8,0,0.099033,-0.066463,0.177710,-249.171982,-1430.396118,593.408936,-0.165677,-0.000675,0.221675,-225.098892,-1602.469604,916.962097,-0.618227,-1.159804,-0.628167,-502.537384,-1579.507690,384.831451,-0.373825,-1.179010,-0.683152,-600.137695,-1482.604248,157.591019,0.068288,-0.090240,0.028190,-373.580383,-1429.258057,580.269531,-1.040022,1.178943,0.886121,34.150505,-1627.798828,394.428894,2.758654,0.440104,0.105267,119.927490,-1534.859741,166.510056,-0.190939,0.071833,0.084680,-85.448105,-1424.654419,595.883362,-0.043660,-0.067897,-0.132139,-205.567535,-1370.240967,263.297699
9,0,0.097500,-0.065087,0.180658,-248.446167,-1429.108032,593.381836,-0.173584,0.000585,0.233137,-224.180542,-1601.008545,916.866638,-0.610004,-1.154264,-0.623276,-502.198456,-1578.793945,385.545837,-0.375349,-1.179335,-0.682059,-599.958801,-1482.217896,157.978806,0.064087,-0.091707,0.034619,-372.811096,-1428.035889,580.337341,-1.039004,1.180900,0.877612,34.969486,-1627.289673,394.479065,2.764150,0.445249,0.100795,121.081558,-1533.705933,166.934280,-0.176544,0.086359,0.076138,-84.864746,-1423.289551,595.303040,-0.051287,-0.081255,-0.115488,-205.379288,-1369.636841,262.711884
