Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,0.063000,-0.076549,0.167815,-365.502960,-1513.397583,539.077576,-0.160737,-0.014062,0.170280,-339.382507,-1702.767090,917.044556,-0.817302,-1.054219,-0.854281,-585.707397,-1673.108521,367.378235,-0.591942,-1.183870,-0.851658,-628.142700,-1581.494385,130.481461,-0.146014,-0.178853,0.500605,-492.027405,-1536.831177,518.650635,-1.114259,1.147475,1.382811,-86.662460,-1694.000854,385.723511,-0.452736,1.140667,1.254955,-43.847874,-1606.449585,136.696198,-0.061320,-0.002213,0.285161,-208.180359,-1501.889526,544.465027,0.041211,-0.013485,-0.056083,-332.116852,-1448.059570,212.583069
2,0,0.064141,-0.076346,0.167158,-365.331238,-1513.302734,539.054565,-0.160077,-0.015120,0.169240,-339.187561,-1702.639038,917.040833,-0.817344,-1.054015,-0.854070,-585.567078,-1672.979858,367.396667,-0.591690,-1.185690,-0.851285,-628.041931,-1581.371704,130.495010,-0.144341,-0.178301,0.500697,-491.872223,-1536.723511,518.634033,-1.109318,1.152862,1.378163,-86.527969,-1693.893921,385.822235,-0.451798,1.141041,1.254868,-43.716347,-1606.420288,136.677322,-0.052033,-0.005784,0.287861,-208.021454,-1502.020996,544.615906,0.040985,-0.013954,-0.056349,-331.954742,-1447.979370,212.589767
3,0,0.075109,-0.079632,0.173823,-365.043060,-1513.241089,538.926514,-0.160095,-0.015166,0.169104,-339.004425,-1702.484253,917.034180,-0.817771,-1.054117,-0.854367,-585.412720,-1672.855591,367.400269,-0.591410,-1.186309,-0.851228,-627.912109,-1581.236694,130.519363,-0.144587,-0.178746,0.502348,-491.692047,-1536.595947,518.650757,-1.122789,1.145506,1.372045,-86.323959,-1693.985474,385.705200,-0.452109,1.143396,1.256132,-43.519772,-1606.387695,136.687210,-0.041990,0.018018,0.274962,-207.993866,-1502.275879,544.286926,0.041509,-0.014607,-0.056275,-331.746368,-1447.878906,212.596741
4,0,0.097612,-0.065018,0.150435,-365.158966,-1513.411011,538.348877,-0.159836,-0.015807,0.169519,-338.843658,-1702.379639,917.049622,-0.817512,-1.054633,-0.855201,-585.262817,-1672.707642,367.417694,-0.591131,-1.186136,-0.851283,-627.774109,-1581.096436,130.553131,-0.145957,-0.178053,0.500020,-491.509277,-1536.476074,518.648743,-1.124018,1.142890,1.368600,-86.143890,-1693.925293,385.661316,-0.452459,1.144775,1.256245,-43.366497,-1606.345459,136.700333,-0.042223,0.018738,0.274151,-207.808563,-1502.197510,544.281372,0.041205,-0.014426,-0.055877,-331.585480,-1447.787598,212.581436
5,0,0.096298,-0.063987,0.150956,-364.962433,-1513.323120,538.366272,-0.162491,-0.016874,0.175369,-338.843109,-1702.235474,917.032532,-0.817535,-1.054571,-0.855579,-585.118530,-1672.566528,367.451324,-0.590440,-1.187274,-0.850781,-627.621643,-1580.958862,130.561783,-0.146650,-0.177696,0.501887,-491.309235,-1536.344116,518.673706,-1.122485,1.145012,1.369164,-86.023392,-1693.866089,385.658264,-0.451616,1.145931,1.256542,-43.205975,-1606.322998,136.677612,-0.058188,0.020798,0.269813,-207.823578,-1502.177124,544.374634,0.041138,-0.014978,-0.056329,-331.394989,-1447.685669,212.570526
6,0,0.095296,-0.064368,0.151258,-364.753448,-1513.246704,538.392456,-0.159412,-0.016140,0.170154,-338.491089,-1702.106201,917.067139,-0.817301,-1.054016,-0.855728,-584.976196,-1672.420044,367.490936,-0.590802,-1.186713,-0.851124,-627.459778,-1580.794312,130.604630,-0.145808,-0.177406,0.503259,-491.097870,-1536.178467,518.700134,-1.122733,1.143904,1.366181,-85.859802,-1693.767944,385.593750,-0.452361,1.146912,1.256471,-43.038940,-1606.281006,136.676727,-0.040858,0.020192,0.274141,-207.465576,-1502.013550,544.220886,0.040981,-0.015351,-0.056235,-331.221649,-1447.578125,212.549805
7,0,0.094499,-0.064145,0.151062,-364.568909,-1513.137695,538.407410,-0.160290,-0.015593,0.169750,-338.305450,-1701.981201,917.086304,-0.816826,-1.054146,-0.855738,-584.835999,-1672.269165,367.536560,-0.590924,-1.187546,-0.852524,-627.340210,-1580.627808,130.627335,-0.145259,-0.178058,0.503522,-490.893280,-1536.060425,518.723145,-1.107097,1.152890,1.368187,-85.792068,-1693.485352,385.764069,-0.451210,1.146967,1.257097,-42.902035,-1606.238037,136.628250,-0.038350,0.018578,0.272319,-207.292877,-1501.909668,544.184204,0.041147,-0.015670,-0.056583,-331.054047,-1447.474609,212.561844
8,0,0.093166,-0.062848,0.151009,-364.389832,-1512.993530,538.449585,-0.161103,-0.014761,0.170322,-338.122742,-1701.838379,917.089172,-0.817351,-1.053813,-0.855796,-584.695496,-1672.117432,367.555023,-0.590877,-1.186834,-0.852488,-627.208740,-1580.475586,130.681473,-0.144881,-0.177304,0.504687,-490.728394,-1535.958618,518.740173,-1.106503,1.153192,1.366199,-85.642311,-1693.390625,385.787781,-0.457901,1.171519,1.268246,-42.293026,-1606.206665,137.077194,-0.053664,0.020301,0.267931,-207.260162,-1501.849854,544.264954,0.040572,-0.016217,-0.056462,-330.931274,-1447.324951,212.562164
9,0,0.093646,-0.062428,0.150089,-364.218262,-1512.848633,538.422791,-0.163963,-0.016797,0.175804,-338.078613,-1701.647949,917.080261,-0.816638,-1.054062,-0.855623,-584.559692,-1671.948364,367.581329,-0.590959,-1.186427,-0.853239,-627.061279,-1580.320679,130.674454,-0.144139,-0.175883,0.505011,-490.552368,-1535.823608,518.711609,-1.104948,1.154694,1.368359,-85.484833,-1693.304688,385.802521,-0.451605,1.146854,1.257197,-42.629253,-1606.119385,136.563339,-0.038553,0.009574,0.274864,-206.792465,-1501.636230,544.136658,0.039741,-0.015465,-0.057027,-330.740997,-1447.202026,212.533218
