Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,0.198750,-0.061281,0.244105,-264.534790,-1437.729980,590.051147,-0.142607,-0.008558,0.215370,-235.708954,-1621.976318,917.454956,-0.823772,-1.284330,-0.940083,-476.081940,-1590.038086,380.155762,-0.696923,-1.144828,-1.093400,-495.512115,-1475.782227,132.166840,0.948973,-0.535375,3.197890,-373.136383,-1439.948975,575.383972,-1.226884,1.098874,1.160353,13.760683,-1583.377441,352.902557,-0.660580,1.268201,1.428431,18.030903,-1485.576538,128.819931,0.011286,0.064263,0.185440,-102.681648,-1415.817139,596.523743,-0.036245,-0.085600,-0.022037,-223.962845,-1370.234741,260.305267
2,0,0.181463,-0.055769,0.229346,-264.306915,-1437.503418,589.953308,-0.141104,-0.009518,0.213670,-234.983017,-1621.194702,917.473755,-0.825123,-1.283759,-0.935744,-475.606934,-1589.793091,380.153717,-0.697614,-1.145327,-1.092883,-495.352692,-1475.603882,132.221375,0.950111,-0.529443,3.198905,-372.771179,-1439.617310,575.333191,-1.228537,1.100902,1.169426,14.189861,-1582.600708,352.788666,-0.657690,1.264789,1.427300,18.248667,-1484.914185,128.589432,-0.023036,0.026394,0.220807,-101.927246,-1414.801392,596.962585,-0.036615,-0.086572,-0.020747,-223.733597,-1369.704468,260.218384
3,0,0.177624,-0.058031,0.229452,-263.955566,-1436.939697,589.922546,-0.143941,-0.007106,0.217035,-234.344177,-1620.477539,917.505554,-0.824395,-1.283083,-0.933393,-475.112305,-1589.581665,380.218414,-0.698841,-1.147404,-1.090732,-495.118256,-1475.416504,132.280045,0.949415,-0.523892,3.201775,-372.366028,-1439.224731,575.294250,-1.231588,1.100755,1.165562,14.624366,-1581.836914,352.647430,-0.659690,1.269159,1.429697,18.697950,-1484.194458,128.534683,-0.011403,0.035207,0.220981,-100.950554,-1414.283936,596.496399,-0.033794,-0.083613,-0.026591,-223.486557,-1369.208984,260.116241
4,0,0.188202,-0.058769,0.231275,-263.520569,-1436.306885,589.646973,-0.143625,-0.008748,0.217966,-233.582230,-1619.667725,917.593079,-0.823160,-1.283770,-0.933625,-474.637604,-1589.345825,380.263489,-0.695599,-1.145893,-1.089355,-494.874939,-1475.277710,132.314194,0.950566,-0.523589,3.203419,-371.936340,-1438.812012,575.244324,-1.232017,1.100839,1.167436,15.104817,-1581.068848,352.517212,-0.659207,1.269618,1.432035,19.090149,-1483.507324,128.366348,-0.001889,0.065270,0.203146,-101.189598,-1413.385986,596.482422,-0.029383,-0.078074,-0.032159,-222.951004,-1368.807739,260.184479
5,0,0.217767,-0.058959,0.242360,-262.958801,-1435.649170,589.403748,-0.145366,-0.006714,0.222207,-232.848389,-1618.825806,917.639587,-0.822794,-1.282593,-0.931885,-474.145752,-1589.087891,380.313141,-0.704948,-1.147630,-1.091187,-494.664856,-1474.902466,132.419662,0.948263,-0.525117,3.203267,-371.490234,-1438.390991,575.230103,-1.233849,1.098868,1.164315,15.615535,-1580.296143,352.358276,-0.649873,1.245494,1.426212,18.974909,-1482.999146,127.846092,0.019761,0.070588,0.193489,-100.980614,-1412.882324,596.047363,-0.032877,-0.078582,-0.026452,-222.671265,-1368.366699,260.062988
6,0,0.187568,-0.047285,0.232896,-262.808716,-1435.239502,589.788513,-0.146016,-0.005742,0.223628,-232.059525,-1617.995850,917.780701,-0.821701,-1.283707,-0.929683,-473.665222,-1588.762329,380.422516,-0.703176,-1.151094,-1.087002,-494.318176,-1474.742065,132.418594,0.949544,-0.518315,3.200948,-371.049011,-1438.035156,575.187500,-1.234017,1.099215,1.165402,16.084253,-1579.577637,352.257019,-0.661554,1.270738,1.433365,19.801323,-1482.038086,128.129669,0.011331,0.072142,0.189599,-100.765419,-1412.121094,595.939575,-0.037483,-0.082586,-0.021168,-222.658203,-1367.770996,259.858734
7,0,0.191535,-0.046533,0.236060,-262.329468,-1434.628784,589.670471,-0.147058,-0.006493,0.224001,-231.194534,-1617.039551,917.872192,-0.823644,-1.281292,-0.926045,-473.122192,-1588.421265,380.431854,-0.695503,-1.149164,-1.083545,-493.978302,-1474.666138,132.426437,0.948595,-0.520530,3.202710,-370.617157,-1437.532104,575.172791,-1.231361,1.097900,1.165635,16.548977,-1578.745239,352.108826,-0.662427,1.265034,1.433800,20.068890,-1481.365112,127.863121,0.013362,0.071367,0.190607,-100.359619,-1411.284546,595.822205,-0.032614,-0.062777,-0.026878,-222.497192,-1367.171021,260.239380
8,0,0.190461,-0.049724,0.240990,-261.592621,-1434.089600,589.511719,-0.149985,-0.005548,0.224914,-230.385681,-1616.147461,917.962524,-0.821507,-1.280924,-0.926491,-472.642822,-1588.085449,380.549042,-0.691066,-1.151497,-1.081571,-493.668396,-1474.517700,132.419373,0.950576,-0.520898,3.203699,-370.220184,-1437.039307,575.147827,-1.234615,1.100573,1.164477,17.053123,-1577.972412,351.997437,-0.673678,1.279858,1.430889,20.544037,-1480.495361,127.906639,0.012350,0.069795,0.191016,-99.937843,-1410.463989,595.682617,-0.036789,-0.082819,-0.025670,-222.164551,-1366.716431,259.651093
9,0,0.183614,-0.045031,0.235996,-261.446442,-1433.332886,589.683899,-0.149882,-0.005482,0.225717,-229.502670,-1615.085938,918.072876,-0.822601,-1.282532,-0.925532,-472.110291,-1587.693970,380.656372,-0.692638,-1.150553,-1.080894,-493.334839,-1474.255493,132.496658,0.951834,-0.527286,3.204792,-369.724915,-1436.470093,575.132141,-1.233593,1.102196,1.172033,17.441679,-1577.162964,351.897552,-0.667298,1.276564,1.430349,20.756607,-1479.898804,127.643272,0.011229,0.072181,0.194573,-99.336418,-1409.687256,595.568054,-0.036804,-0.083657,-0.024584,-221.893967,-1366.223755,259.526550
10,0,0.196362,-0.063847,0.254205,-260.631653,-1432.473022,589.471191,-0.150886,-0.004827,0.225073,-228.637009,-1614.094971,918.176697,-0.823248,-1.282272,-0.923487,-471.581024,-1587.275757,380.716431,-0.689747,-1.150164,-1.078592,-493.000824,-1474.066528,132.556412,0.955012,-0.515576,3.205778,-369.247253,-1435.973877,575.065247,-1.231843,1.102410,1.171003,17.960554,-1576.341919,351.785034,-0.662973,1.270815,1.430759,20.995739,-1479.231567,127.396179,0.010271,0.071403,0.193750,-98.961731,-1408.807373,595.451965,-0.038538,-0.082722,-0.019433,-221.569397,-1365.720703,259.412659
