Objects
100
,,Global Angle collar:collar,,,,,,Global Angle head:head,,,,,,Global Angle left_elbow:left_elbow,,,,,,Global Angle left_hand:left_hand,,,,,,Global Angle left_shoulder:left_shoulder,,,,,,Global Angle right_elbow:right_elbow,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_shoulder:right_shoulder,,,,,,Global Angle hip:hip,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1,0,0.001715,-0.038528,0.159691,-352.849976,-1456.361206,581.512329,-0.228436,-0.042670,-0.010979,-343.791779,-1569.175171,929.378845,-0.863283,-0.938354,-0.830204,-530.982605,-1573.624878,361.593719,-0.307002,-1.349356,-0.559568,-585.145630,-1542.855469,107.136314,-0.072307,-0.075363,0.069989,-478.130188,-1477.757568,559.361511,-1.105621,0.948123,0.924336,-61.888638,-1526.560791,400.565430,-0.670795,1.079952,0.845019,-22.108908,-1477.817505,118.594467,0.071177,0.019795,0.175660,-190.288086,-1431.750610,586.383362,-0.058368,-0.014771,0.101241,-328.731354,-1395.167725,254.629227
2,0,0.004331,-0.039474,0.165168,-355.407135,-1455.558105,581.235413,-0.227914,-0.044623,-0.004435,-346.711578,-1567.278687,929.370667,-0.863071,-0.944087,-0.825708,-532.823792,-1574.057007,361.082855,-0.307615,-1.349720,-0.555167,-586.864990,-1543.947144,106.463478,-0.073937,-0.076193,0.074450,-480.564758,-1477.596069,558.876282,-1.108759,0.942904,0.925006,-63.974583,-1524.522705,400.928009,-0.686358,1.085318,0.853328,-23.304733,-1475.777222,119.200508,0.082895,0.005105,0.180541,-192.948013,-1430.184814,586.359497,-0.058561,-0.016663,0.104618,-330.885651,-1394.293091,254.419540
3,0,-0.023170,-0.048707,0.183724,-357.840302,-1455.382446,581.268555,-0.233681,-0.046989,-0.003335,-349.485046,-1565.609863,929.176758,-0.861295,-0.939370,-0.822091,-534.674683,-1574.669556,360.257843,-0.320112,-1.350503,-0.545443,-588.427246,-1544.915161,105.560722,-0.073693,-0.079059,0.079140,-483.043213,-1477.329102,558.347290,-1.113684,0.938053,0.928686,-66.041824,-1522.426880,401.317902,-0.688575,1.073917,0.848520,-25.180300,-1473.952393,119.396172,0.077573,0.014708,0.185211,-195.763458,-1428.616821,586.552368,-0.058060,-0.017072,0.108028,-333.066711,-1393.448120,254.232590
4,0,0.049073,-0.029447,0.147510,-360.936707,-1453.972534,580.072205,-0.240776,-0.047988,-0.004762,-352.562347,-1563.801025,929.031189,-0.861834,-1.019153,-0.797189,-537.253723,-1573.544556,360.704498,-0.319377,-1.346903,-0.536646,-590.230225,-1546.211670,105.015472,-0.071090,-0.080845,0.081462,-485.591248,-1477.110474,557.712280,-1.119124,0.933738,0.931331,-68.151970,-1520.312500,401.728455,-0.686245,1.065104,0.845628,-27.140518,-1472.078003,119.569878,0.080164,0.013368,0.187984,-198.679901,-1427.054688,586.556702,-0.059698,-0.020823,0.111267,-335.339661,-1392.516357,254.002808
5,0,0.036277,-0.031063,0.146764,-363.821106,-1453.184937,579.933960,-0.243612,-0.050408,-0.001814,-355.675537,-1562.069336,928.829102,-0.847597,-0.974173,-0.779563,-538.915405,-1574.347534,359.207153,-0.315123,-1.345596,-0.529502,-592.016663,-1547.405762,104.266762,-0.072908,-0.082965,0.086027,-488.227020,-1476.896973,557.102905,-1.148326,0.921320,0.933425,-70.038277,-1518.502563,402.059021,-0.695339,1.080352,0.858621,-28.252897,-1469.876587,120.198837,0.072882,0.019345,0.193451,-201.587082,-1425.442383,586.770142,-0.059056,-0.018342,0.112490,-337.555237,-1391.567993,253.694855
6,0,0.013071,-0.041840,0.179529,-366.131256,-1452.942993,579.886353,-0.243312,-0.055825,0.003943,-358.895111,-1560.268921,928.606506,-0.845483,-0.979673,-0.773738,-540.986389,-1574.871704,358.537262,-0.309102,-1.354040,-0.525083,-593.825867,-1548.571045,103.215218,-0.074113,-0.085068,0.090078,-490.893829,-1476.652832,556.509888,-1.134485,0.928041,0.935722,-72.502556,-1515.969849,402.459991,-0.692376,1.054422,0.848618,-30.520359,-1467.989380,120.294235,0.073099,0.017337,0.196342,-204.555130,-1423.833252,587.007996,-0.063903,-0.024919,0.121113,-339.911774,-1390.463745,253.503616
7,0,-0.014820,-0.049808,0.159484,-370.148376,-1450.761475,580.072998,-0.246126,-0.055421,0.002688,-362.059052,-1558.493164,928.398499,-0.842798,-0.991168,-0.756643,-543.185669,-1574.995972,357.780457,-0.308739,-1.347551,-0.517833,-595.751038,-1549.751221,102.595680,-0.073385,-0.086408,0.094747,-493.622437,-1476.423340,555.810913,-1.133660,0.925292,0.938982,-74.696732,-1513.777588,402.941345,-0.708792,1.072926,0.861242,-31.940535,-1465.446777,120.891563,-0.044513,-0.009842,0.204773,-207.505005,-1423.033813,587.154114,-0.058311,-0.038483,0.123604,-342.356476,-1389.484131,253.259003
8,0,-0.008272,-0.051337,0.161104,-373.156158,-1449.767212,579.666443,-0.248492,-0.056030,0.003152,-365.376099,-1556.701538,928.222229,-0.840277,-0.987575,-0.761526,-545.231018,-1575.805176,356.927094,-0.292002,-1.348483,-0.517805,-597.847412,-1551.092773,101.900612,-0.079208,-0.086545,0.086641,-496.408447,-1475.962646,555.220032,-1.163530,0.910347,0.938457,-76.653038,-1511.968994,403.283539,-0.694900,1.052943,0.854058,-33.979919,-1463.627319,121.116417,-0.034461,-0.002646,0.200837,-210.797241,-1421.269043,587.265076,-0.066935,-0.031656,0.125196,-344.666046,-1388.266357,252.982651
9,0,-0.050618,-0.063264,0.184709,-375.817688,-1449.456299,579.883362,-0.257017,-0.060302,0.005535,-368.786865,-1555.015137,927.978149,-0.837722,-0.993516,-0.754256,-547.354126,-1576.202393,356.120026,-0.287191,-1.348674,-0.515784,-599.751160,-1552.233398,101.000305,-0.077185,-0.093671,0.101140,-499.168365,-1475.882690,554.428955,-1.145500,0.919994,0.942426,-79.164238,-1509.413330,403.860596,-0.709708,1.065225,0.865692,-35.496811,-1461.215576,121.813202,-0.066220,0.000654,0.219667,-213.805389,-1419.760010,587.532654,-0.066247,-0.034600,0.131167,-347.078369,-1387.150757,252.737549
10,0,-0.045807,-0.063546,0.183452,-378.997375,-1448.616455,579.439636,-0.253325,-0.060474,0.003910,-372.251160,-1552.985840,927.932007,-0.833582,-0.994577,-0.750514,-549.549561,-1576.625244,355.235504,-0.283801,-1.352901,-0.507250,-601.757202,-1553.236572,100.038376,-0.076022,-0.094906,0.105654,-502.027557,-1475.572266,553.749512,-1.152369,0.915897,0.944965,-81.448792,-1507.175781,404.336823,-0.705857,1.043833,0.859948,-37.601570,-1459.069946,122.059799,-0.033549,-0.014519,0.207414,-217.179062,-1417.813477,587.362183,-0.066020,-0.035835,0.135573,-349.501465,-1386.000488,252.521515
11,0,-0.042282,-0.064527,0.187413,-382.071869,-1447.709229,579.098938,-0.261819,-0.062442,-0.001683,-375.748383,-1551.115234,927.701782,-0.830271,-0.996147,-0.745268,-551.727051,-1576.957153,354.343475,-0.285259,-1.350531,-0.513661,-603.615662,-1554.553101,99.222496,-0.075128,-0.098397,0.108008,-504.886749,-1475.239990,553.045166,-1.178598,0.901078,0.944600,-83.507820,-1505.253906,404.705719,-0.718862,1.071582,0.875232,-38.897434,-1456.448608,123.149483,-0.027338,-0.013761,0.214643,-220.490494,-1416.055298,587.623291,-0.065445,-0.039370,0.140249,-351.942383,-1384.827759,252.309647
12,0,-0.041514,-0.068648,0.195402,-385.130188,-1446.850220,578.754333,-0.263540,-0.063023,0.004245,-379.286835,-1549.301147,927.543274,-0.827201,-1.002907,-0.738833,-553.879517,-1577.145996,353.515686,-0.265647,-1.362796,-0.503685,-605.696045,-1554.980225,98.537491,-0.074694,-0.100966,0.108525,-507.825317,-1474.874390,552.359741,-1.183961,0.896133,0.943800,-85.775040,-1503.085205,405.252136,-0.710712,1.040645,0.869486,-41.009109,-1454.424194,123.430817,-0.062422,-0.011567,0.233040,-223.635040,-1414.463867,588.043701,-0.066041,-0.044078,0.145921,-354.451965,-1383.624634,252.126129
13,0,-0.038607,-0.071072,0.200717,-388.309967,-1445.830078,578.438965,-0.277869,-0.069191,0.005201,-382.979156,-1547.458984,927.281372,-0.824281,-1.010509,-0.733562,-556.076294,-1577.262573,352.751892,-0.253863,-1.366132,-0.491786,-607.773560,-1555.614624,97.693863,-0.079669,-0.103886,0.104929,-510.822357,-1474.429932,551.748413,-1.166608,0.900549,0.948161,-88.266304,-1500.562744,405.946320,-0.723264,1.049078,0.879078,-42.780098,-1451.915527,124.335823,-0.055187,-0.028410,0.236063,-226.976547,-1412.566284,588.089966,-0.067125,-0.039551,0.151800,-356.853271,-1382.438843,251.932861
14,0,-0.044292,-0.074177,0.203825,-391.567413,-1444.807617,578.238770,-0.270556,-0.067244,-0.002735,-386.496338,-1545.384644,927.353088,-0.818766,-1.005921,-0.728855,-558.327393,-1577.414795,351.796967,-0.243283,-1.368757,-0.481159,-609.918213,-1556.139648,96.920593,-0.077011,-0.107351,0.111618,-513.839233,-1474.027344,551.080505,-1.171296,0.895266,0.948446,-90.508911,-1498.431641,406.533417,-0.721937,1.045611,0.882521,-44.593132,-1449.633301,125.029015,-0.059138,-0.019982,0.238257,-230.487259,-1410.742310,588.328308,-0.065403,-0.048285,0.155295,-359.430664,-1381.313965,251.732712
15,0,-0.045571,-0.077839,0.207346,-394.831726,-1443.764648,577.958435,-0.276967,-0.067554,-0.003644,-390.155548,-1543.380615,927.257812,-0.816651,-1.015065,-0.723425,-560.538574,-1577.379761,351.158417,-0.264027,-1.369752,-0.482098,-611.564026,-1556.461548,95.786888,-0.077812,-0.110092,0.117034,-516.791016,-1473.582886,550.440369,-1.202069,0.878048,0.946608,-92.459961,-1496.650879,407.085175,-0.713890,1.025713,0.876637,-46.582027,-1447.538818,125.553596,-0.066635,-0.024052,0.245337,-233.954544,-1408.913086,588.524536,-0.066250,-0.052375,0.157196,-361.951385,-1380.131714,251.549713
16,0,-0.046488,-0.080472,0.210223,-397.995148,-1442.572876,577.720093,-0.277464,-0.069704,-0.004469,-393.595093,-1541.285278,927.070251,-0.813143,-1.019917,-0.717778,-562.758301,-1577.289429,350.484436,-0.261259,-1.370854,-0.478049,-613.536682,-1556.880737,95.023506,-0.084955,-0.112449,0.126413,-519.776489,-1473.071411,549.891113,-1.193509,0.897816,0.953957,-95.026077,-1494.198608,407.921539,-0.725920,1.052478,0.887297,-47.925686,-1444.867432,126.811775,-0.048919,-0.027028,0.242436,-237.316086,-1406.936768,588.543579,-0.069199,-0.057306,0.159871,-364.424255,-1378.931152,251.383148
